,attack_type
4640,anomaly
4641,normal
4642,normal
4643,normal
4644,normal
4645,anomaly
4646,normal
4647,anomaly
4648,normal
4649,normal
4650,anomaly
4651,normal
4652,anomaly
4653,normal
4654,anomaly
4655,normal
4656,normal
4657,normal
4658,anomaly
4659,normal
4660,anomaly
4661,anomaly
4662,normal
4663,anomaly
4664,anomaly
4665,normal
4666,anomaly
4667,anomaly
4668,anomaly
4669,anomaly
4670,normal
4671,normal
4672,normal
4673,anomaly
4674,normal
4675,normal
4676,normal
4677,anomaly
4678,anomaly
4679,normal
4680,anomaly
4681,anomaly
4682,anomaly
4683,normal
4684,normal
4685,anomaly
4686,anomaly
4687,normal
4688,anomaly
4689,normal
4690,anomaly
4691,normal
4692,normal
4693,anomaly
4694,normal
4695,anomaly
4696,anomaly
4697,normal
4698,anomaly
4699,normal
4700,normal
4701,normal
4702,normal
4703,normal
4704,normal
4705,normal
4706,normal
4707,normal
4708,anomaly
4709,normal
4710,normal
4711,anomaly
4712,normal
4713,anomaly
4714,normal
4715,anomaly
4716,anomaly
4717,anomaly
4718,normal
4719,normal
4720,anomaly
4721,anomaly
4722,anomaly
4723,anomaly
4724,normal
4725,normal
4726,anomaly
4727,anomaly
4728,normal
4729,normal
4730,normal
4731,normal
4732,normal
4733,normal
4734,anomaly
4735,anomaly
4736,anomaly
4737,anomaly
4738,normal
4739,normal
4740,anomaly
4741,normal
4742,normal
4743,anomaly
4744,normal
4745,normal
4746,anomaly
4747,anomaly
4748,normal
4749,anomaly
4750,normal
4751,normal
4752,normal
4753,normal
4754,normal
4755,normal
4756,anomaly
4757,anomaly
4758,anomaly
4759,normal
4760,normal
4761,normal
4762,normal
4763,anomaly
4764,normal
4765,normal
4766,anomaly
4767,anomaly
4768,normal
4769,anomaly
4770,normal
4771,normal
4772,normal
4773,anomaly
4774,anomaly
4775,normal
4776,anomaly
4777,normal
4778,anomaly
4779,normal
4780,anomaly
4781,normal
4782,normal
4783,normal
4784,anomaly
4785,anomaly
4786,anomaly
4787,normal
4788,anomaly
4789,anomaly
4790,normal
4791,anomaly
4792,normal
4793,anomaly
4794,normal
4795,anomaly
4796,anomaly
4797,normal
4798,normal
4799,anomaly
4800,normal
4801,normal
4802,normal
4803,normal
4804,normal
4805,anomaly
4806,normal
4807,normal
4808,anomaly
4809,anomaly
4810,normal
4811,anomaly
4812,normal
4813,normal
4814,anomaly
4815,normal
4816,anomaly
4817,normal
4818,normal
4819,normal
4820,normal
4821,anomaly
4822,normal
4823,normal
4824,normal
4825,normal
4826,anomaly
4827,anomaly
4828,anomaly
4829,normal
4830,anomaly
4831,anomaly
4832,normal
4833,normal
4834,normal
4835,anomaly
4836,anomaly
4837,normal
4838,anomaly
4839,normal
4840,normal
4841,normal
4842,normal
4843,anomaly
4844,anomaly
4845,anomaly
4846,normal
4847,anomaly
4848,normal
4849,normal
4850,normal
4851,normal
4852,normal
4853,anomaly
4854,normal
4855,anomaly
4856,normal
4857,normal
4858,normal
4859,anomaly
4860,anomaly
4861,normal
4862,normal
4863,normal
4864,anomaly
4865,normal
4866,normal
4867,anomaly
4868,normal
4869,anomaly
4870,anomaly
4871,normal
4872,anomaly
4873,normal
4874,normal
4875,anomaly
4876,normal
4877,anomaly
4878,normal
4879,normal
4880,normal
4881,normal
4882,normal
4883,anomaly
4884,normal
4885,anomaly
4886,normal
4887,normal
4888,normal
4889,anomaly
4890,anomaly
4891,anomaly
4892,anomaly
4893,normal
4894,normal
4895,normal
4896,anomaly
4897,anomaly
4898,normal
4899,normal
4900,normal
4901,normal
4902,normal
4903,normal
4904,anomaly
4905,normal
4906,normal
4907,normal
4908,anomaly
4909,normal
4910,anomaly
4911,anomaly
4912,anomaly
4913,normal
4914,normal
4915,anomaly
4916,anomaly
4917,normal
4918,normal
4919,anomaly
4920,normal
4921,anomaly
4922,anomaly
4923,normal
4924,normal
4925,normal
4926,anomaly
4927,anomaly
4928,normal
4929,normal
4930,normal
4931,normal
4932,normal
4933,normal
4934,normal
4935,normal
4936,anomaly
4937,anomaly
4938,anomaly
4939,anomaly
4940,normal
4941,anomaly
4942,anomaly
4943,anomaly
4944,anomaly
4945,normal
4946,normal
4947,anomaly
4948,normal
4949,normal
4950,normal
4951,normal
4952,normal
4953,anomaly
4954,anomaly
4955,normal
4956,anomaly
4957,anomaly
4958,normal
4959,normal
4960,normal
4961,normal
4962,normal
4963,anomaly
4964,anomaly
4965,normal
4966,normal
4967,anomaly
4968,anomaly
4969,anomaly
4970,normal
4971,normal
4972,normal
4973,normal
4974,normal
4975,anomaly
4976,anomaly
4977,anomaly
4978,anomaly
4979,normal
4980,normal
4981,normal
4982,normal
4983,anomaly
4984,normal
4985,normal
4986,normal
4987,anomaly
4988,anomaly
4989,anomaly
4990,normal
4991,anomaly
4992,normal
4993,normal
4994,normal
4995,anomaly
4996,normal
4997,anomaly
4998,normal
4999,anomaly
5000,normal
5001,normal
5002,normal
5003,normal
5004,anomaly
5005,normal
5006,anomaly
5007,normal
5008,anomaly
5009,normal
5010,anomaly
5011,normal
5012,anomaly
5013,normal
5014,anomaly
5015,anomaly
5016,anomaly
5017,anomaly
5018,normal
5019,normal
5020,anomaly
5021,normal
5022,anomaly
5023,normal
5024,normal
5025,normal
5026,normal
5027,normal
5028,anomaly
5029,anomaly
5030,anomaly
5031,anomaly
5032,anomaly
5033,normal
5034,normal
5035,normal
5036,anomaly
5037,anomaly
5038,normal
5039,normal
5040,anomaly
5041,anomaly
5042,normal
5043,normal
5044,anomaly
5045,anomaly
5046,normal
5047,normal
5048,anomaly
5049,anomaly
5050,normal
5051,anomaly
5052,normal
5053,normal
5054,normal
5055,anomaly
5056,anomaly
5057,normal
5058,anomaly
5059,anomaly
5060,anomaly
5061,anomaly
5062,anomaly
5063,normal
5064,normal
5065,normal
5066,normal
5067,normal
5068,normal
5069,normal
5070,normal
5071,normal
5072,normal
5073,anomaly
5074,anomaly
5075,normal
5076,normal
5077,normal
5078,normal
5079,normal
5080,anomaly
5081,anomaly
5082,anomaly
5083,normal
5084,anomaly
5085,normal
5086,anomaly
5087,anomaly
5088,anomaly
5089,anomaly
5090,anomaly
5091,normal
5092,normal
5093,normal
5094,normal
5095,normal
5096,normal
5097,normal
5098,anomaly
5099,anomaly
5100,anomaly
5101,anomaly
5102,normal
5103,anomaly
5104,normal
5105,normal
5106,anomaly
5107,normal
5108,normal
5109,normal
5110,anomaly
5111,anomaly
5112,normal
5113,normal
5114,anomaly
5115,anomaly
5116,anomaly
5117,normal
5118,anomaly
5119,normal
5120,normal
5121,normal
5122,anomaly
5123,anomaly
5124,normal
5125,anomaly
5126,anomaly
5127,anomaly
5128,anomaly
5129,anomaly
5130,normal
5131,normal
5132,normal
5133,normal
5134,normal
5135,anomaly
5136,normal
5137,normal
5138,normal
5139,normal
5140,anomaly
5141,anomaly
5142,anomaly
5143,normal
5144,anomaly
5145,anomaly
5146,anomaly
5147,normal
5148,anomaly
5149,anomaly
5150,anomaly
5151,normal
5152,normal
5153,normal
5154,normal
5155,normal
5156,normal
5157,anomaly
5158,normal
5159,normal
5160,anomaly
5161,normal
5162,anomaly
5163,normal
5164,normal
5165,normal
5166,normal
5167,anomaly
5168,anomaly
5169,anomaly
5170,anomaly
5171,normal
5172,normal
5173,normal
5174,anomaly
5175,normal
5176,anomaly
5177,normal
5178,anomaly
5179,anomaly
5180,anomaly
5181,anomaly
5182,normal
5183,normal
5184,normal
5185,normal
5186,anomaly
5187,anomaly
5188,normal
5189,anomaly
5190,normal
5191,anomaly
5192,anomaly
5193,normal
5194,anomaly
5195,normal
5196,anomaly
5197,normal
5198,normal
5199,anomaly
5200,anomaly
5201,anomaly
5202,anomaly
5203,normal
5204,anomaly
5205,normal
5206,normal
5207,anomaly
5208,normal
5209,anomaly
5210,normal
5211,normal
5212,normal
5213,normal
5214,anomaly
5215,normal
5216,anomaly
5217,anomaly
5218,normal
5219,normal
5220,normal
5221,anomaly
5222,anomaly
5223,normal
5224,normal
5225,anomaly
5226,normal
5227,normal
5228,anomaly
5229,anomaly
5230,normal
5231,normal
5232,normal
5233,normal
5234,anomaly
5235,normal
5236,anomaly
5237,anomaly
5238,anomaly
5239,anomaly
5240,normal
5241,anomaly
5242,anomaly
5243,anomaly
5244,anomaly
5245,anomaly
5246,anomaly
5247,normal
5248,normal
5249,anomaly
5250,normal
5251,anomaly
5252,normal
5253,normal
5254,anomaly
5255,anomaly
5256,normal
5257,anomaly
5258,anomaly
5259,anomaly
5260,anomaly
5261,anomaly
5262,anomaly
5263,anomaly
5264,normal
5265,normal
5266,anomaly
5267,normal
5268,anomaly
5269,normal
5270,anomaly
5271,normal
5272,normal
5273,normal
5274,normal
5275,normal
5276,normal
5277,normal
5278,anomaly
5279,anomaly
5280,anomaly
5281,anomaly
5282,anomaly
5283,normal
5284,anomaly
5285,anomaly
5286,normal
5287,normal
5288,normal
5289,anomaly
5290,anomaly
5291,normal
5292,normal
5293,normal
5294,normal
5295,anomaly
5296,normal
5297,anomaly
5298,normal
5299,anomaly
5300,anomaly
5301,anomaly
5302,normal
5303,anomaly
5304,anomaly
5305,normal
5306,anomaly
5307,anomaly
5308,anomaly
5309,normal
5310,normal
5311,normal
5312,anomaly
5313,anomaly
5314,anomaly
5315,anomaly
5316,normal
5317,normal
5318,normal
5319,anomaly
5320,anomaly
5321,anomaly
5322,anomaly
5323,normal
5324,normal
5325,normal
5326,anomaly
5327,normal
5328,normal
5329,normal
5330,anomaly
5331,anomaly
5332,anomaly
5333,normal
5334,normal
5335,anomaly
5336,anomaly
5337,anomaly
5338,anomaly
5339,anomaly
5340,anomaly
5341,anomaly
5342,normal
5343,normal
5344,anomaly
5345,anomaly
5346,anomaly
5347,anomaly
5348,normal
5349,anomaly
5350,anomaly
5351,anomaly
5352,anomaly
5353,normal
5354,normal
5355,anomaly
5356,anomaly
5357,anomaly
5358,normal
5359,normal
5360,anomaly
5361,anomaly
5362,anomaly
5363,anomaly
5364,normal
5365,normal
5366,anomaly
5367,normal
5368,anomaly
5369,anomaly
5370,normal
5371,anomaly
5372,normal
5373,normal
5374,normal
5375,anomaly
5376,anomaly
5377,normal
5378,normal
5379,anomaly
5380,anomaly
5381,anomaly
5382,normal
5383,normal
5384,normal
5385,normal
5386,normal
5387,anomaly
5388,normal
5389,normal
5390,anomaly
5391,normal
5392,normal
5393,normal
5394,anomaly
5395,anomaly
5396,anomaly
5397,normal
5398,normal
5399,normal
5400,normal
5401,normal
5402,anomaly
5403,normal
5404,normal
5405,anomaly
5406,anomaly
5407,anomaly
5408,normal
5409,anomaly
5410,normal
5411,normal
5412,anomaly
5413,normal
5414,anomaly
5415,anomaly
5416,anomaly
5417,normal
5418,normal
5419,anomaly
5420,anomaly
5421,normal
5422,normal
5423,anomaly
5424,normal
5425,anomaly
5426,normal
5427,anomaly
5428,normal
5429,anomaly
5430,normal
5431,normal
5432,normal
5433,normal
5434,normal
5435,normal
5436,normal
5437,normal
5438,normal
5439,normal
5440,anomaly
5441,normal
5442,anomaly
5443,normal
5444,anomaly
5445,anomaly
5446,normal
5447,normal
5448,normal
5449,normal
5450,normal
5451,normal
5452,normal
5453,anomaly
5454,normal
5455,normal
5456,anomaly
5457,anomaly
5458,anomaly
5459,anomaly
5460,normal
5461,normal
5462,normal
5463,normal
5464,anomaly
5465,normal
5466,normal
5467,normal
5468,anomaly
5469,normal
5470,anomaly
5471,normal
5472,normal
5473,anomaly
5474,anomaly
5475,anomaly
5476,normal
5477,normal
5478,anomaly
5479,anomaly
5480,anomaly
5481,normal
5482,anomaly
5483,normal
5484,normal
5485,normal
5486,normal
5487,anomaly
5488,normal
5489,normal
5490,normal
5491,normal
5492,normal
5493,normal
5494,normal
5495,normal
5496,normal
5497,normal
5498,normal
5499,normal
5500,anomaly
5501,anomaly
5502,normal
5503,normal
5504,normal
5505,normal
5506,anomaly
5507,normal
5508,normal
5509,normal
5510,normal
5511,normal
5512,anomaly
5513,normal
5514,anomaly
5515,normal
5516,normal
5517,normal
5518,anomaly
5519,anomaly
5520,anomaly
5521,normal
5522,anomaly
5523,normal
5524,anomaly
5525,normal
5526,anomaly
5527,normal
5528,normal
5529,normal
5530,normal
5531,normal
5532,normal
5533,normal
5534,normal
5535,anomaly
5536,normal
5537,normal
5538,normal
5539,normal
5540,anomaly
5541,normal
5542,anomaly
5543,normal
5544,normal
5545,anomaly
5546,normal
5547,normal
5548,anomaly
5549,anomaly
5550,normal
5551,normal
5552,normal
5553,anomaly
5554,normal
5555,normal
5556,anomaly
5557,anomaly
5558,anomaly
5559,normal
5560,normal
5561,anomaly
5562,anomaly
5563,normal
5564,normal
5565,anomaly
5566,anomaly
5567,normal
5568,normal
5569,anomaly
5570,anomaly
5571,normal
5572,normal
5573,normal
5574,normal
5575,normal
5576,anomaly
5577,anomaly
5578,anomaly
5579,anomaly
5580,normal
5581,anomaly
5582,normal
5583,anomaly
5584,anomaly
5585,normal
5586,normal
5587,normal
5588,normal
5589,anomaly
5590,normal
5591,normal
5592,normal
5593,normal
5594,normal
5595,anomaly
5596,anomaly
5597,normal
5598,normal
5599,anomaly
5600,normal
5601,normal
5602,anomaly
5603,normal
5604,anomaly
5605,normal
5606,normal
5607,anomaly
5608,anomaly
5609,anomaly
5610,anomaly
5611,normal
5612,anomaly
5613,anomaly
5614,anomaly
5615,anomaly
5616,normal
5617,anomaly
5618,normal
5619,normal
5620,anomaly
5621,anomaly
5622,normal
5623,normal
5624,anomaly
5625,normal
5626,anomaly
5627,normal
5628,normal
5629,normal
5630,anomaly
5631,normal
5632,normal
5633,normal
5634,anomaly
5635,normal
5636,normal
5637,normal
5638,normal
5639,normal
5640,anomaly
5641,normal
5642,normal
5643,anomaly
5644,anomaly
5645,anomaly
5646,normal
5647,normal
5648,anomaly
5649,normal
5650,normal
5651,normal
5652,normal
5653,normal
5654,normal
5655,normal
5656,normal
5657,normal
5658,anomaly
5659,anomaly
5660,normal
5661,normal
5662,normal
5663,normal
5664,anomaly
5665,normal
5666,normal
5667,anomaly
5668,anomaly
5669,normal
5670,normal
5671,normal
5672,normal
5673,anomaly
5674,anomaly
5675,anomaly
5676,normal
5677,anomaly
5678,anomaly
5679,normal
5680,normal
5681,normal
5682,anomaly
5683,anomaly
5684,anomaly
5685,normal
5686,anomaly
5687,normal
5688,normal
5689,anomaly
5690,anomaly
5691,anomaly
5692,anomaly
5693,anomaly
5694,normal
5695,normal
5696,normal
5697,normal
5698,normal
5699,anomaly
5700,normal
5701,anomaly
5702,anomaly
5703,normal
5704,normal
5705,anomaly
5706,normal
5707,normal
5708,anomaly
5709,normal
5710,anomaly
5711,normal
5712,normal
5713,anomaly
5714,normal
5715,normal
5716,normal
5717,normal
5718,anomaly
5719,anomaly
5720,anomaly
5721,normal
5722,normal
5723,anomaly
5724,normal
5725,normal
5726,anomaly
5727,anomaly
5728,anomaly
5729,normal
5730,normal
5731,normal
5732,anomaly
5733,anomaly
5734,normal
5735,normal
5736,normal
5737,anomaly
5738,anomaly
5739,normal
5740,normal
5741,anomaly
5742,normal
5743,anomaly
5744,normal
5745,normal
5746,anomaly
5747,normal
5748,normal
5749,anomaly
5750,anomaly
5751,anomaly
5752,normal
5753,anomaly
5754,anomaly
5755,normal
5756,anomaly
5757,anomaly
5758,normal
5759,normal
5760,normal
5761,normal
5762,normal
5763,anomaly
5764,normal
5765,normal
5766,anomaly
5767,anomaly
5768,normal
5769,anomaly
5770,normal
5771,normal
5772,normal
5773,anomaly
5774,normal
5775,normal
5776,normal
5777,normal
5778,normal
5779,normal
5780,anomaly
5781,anomaly
5782,normal
5783,anomaly
5784,anomaly
5785,normal
5786,anomaly
5787,anomaly
5788,anomaly
5789,anomaly
5790,anomaly
5791,anomaly
5792,anomaly
5793,normal
5794,anomaly
5795,anomaly
5796,normal
5797,normal
5798,normal
5799,anomaly
5800,normal
5801,normal
5802,normal
5803,normal
5804,normal
5805,normal
5806,anomaly
5807,anomaly
5808,anomaly
5809,anomaly
5810,anomaly
5811,normal
5812,anomaly
5813,normal
5814,anomaly
5815,normal
5816,normal
5817,normal
5818,normal
5819,anomaly
5820,normal
5821,anomaly
5822,normal
5823,anomaly
5824,anomaly
5825,anomaly
5826,normal
5827,normal
5828,normal
5829,normal
5830,anomaly
5831,anomaly
5832,anomaly
5833,normal
5834,normal
5835,normal
5836,anomaly
5837,anomaly
5838,anomaly
5839,anomaly
5840,anomaly
5841,anomaly
5842,normal
5843,anomaly
5844,normal
5845,anomaly
5846,normal
5847,normal
5848,normal
5849,normal
5850,normal
5851,anomaly
5852,anomaly
5853,anomaly
5854,normal
5855,normal
5856,anomaly
5857,anomaly
5858,normal
5859,anomaly
5860,anomaly
5861,normal
5862,normal
5863,anomaly
5864,anomaly
5865,anomaly
5866,anomaly
5867,normal
5868,normal
5869,anomaly
5870,normal
5871,normal
5872,normal
5873,anomaly
5874,normal
5875,normal
5876,normal
5877,normal
5878,anomaly
5879,normal
5880,anomaly
5881,normal
5882,normal
5883,normal
5884,anomaly
5885,anomaly
5886,normal
5887,anomaly
5888,normal
5889,normal
5890,anomaly
5891,normal
5892,anomaly
5893,anomaly
5894,anomaly
5895,anomaly
5896,anomaly
5897,normal
5898,normal
5899,anomaly
5900,normal
5901,normal
5902,anomaly
5903,normal
5904,anomaly
5905,anomaly
5906,anomaly
5907,anomaly
5908,normal
5909,anomaly
5910,anomaly
5911,anomaly
5912,normal
5913,normal
5914,anomaly
5915,normal
5916,normal
5917,normal
5918,normal
5919,anomaly
5920,anomaly
5921,normal
5922,normal
5923,anomaly
5924,normal
5925,normal
5926,anomaly
5927,normal
5928,normal
5929,normal
5930,anomaly
5931,normal
5932,anomaly
5933,anomaly
5934,anomaly
5935,anomaly
5936,normal
5937,normal
5938,normal
5939,anomaly
5940,anomaly
5941,anomaly
5942,normal
5943,normal
5944,normal
5945,anomaly
5946,anomaly
5947,anomaly
5948,normal
5949,normal
5950,anomaly
5951,normal
5952,normal
5953,anomaly
5954,normal
5955,normal
5956,anomaly
5957,normal
5958,normal
5959,anomaly
5960,normal
5961,normal
5962,anomaly
5963,normal
5964,normal
5965,anomaly
5966,normal
5967,anomaly
5968,normal
5969,anomaly
5970,anomaly
5971,normal
5972,anomaly
5973,normal
5974,anomaly
5975,anomaly
5976,normal
5977,anomaly
5978,anomaly
5979,normal
5980,anomaly
5981,anomaly
5982,normal
5983,normal
5984,anomaly
5985,anomaly
5986,anomaly
5987,anomaly
5988,normal
5989,normal
5990,anomaly
5991,anomaly
5992,normal
5993,normal
5994,normal
5995,anomaly
5996,normal
5997,anomaly
5998,normal
5999,normal
6000,normal
6001,anomaly
6002,normal
6003,anomaly
6004,anomaly
6005,normal
6006,anomaly
6007,normal
6008,anomaly
6009,normal
6010,anomaly
6011,normal
6012,normal
6013,anomaly
6014,normal
6015,normal
6016,anomaly
6017,normal
6018,anomaly
6019,anomaly
6020,normal
6021,anomaly
6022,anomaly
6023,normal
6024,normal
6025,anomaly
6026,anomaly
6027,anomaly
6028,anomaly
6029,anomaly
6030,normal
6031,normal
6032,anomaly
6033,normal
6034,normal
6035,normal
6036,anomaly
6037,anomaly
6038,normal
6039,anomaly
6040,anomaly
6041,anomaly
6042,anomaly
6043,normal
6044,anomaly
6045,normal
6046,normal
6047,anomaly
6048,normal
6049,anomaly
6050,normal
6051,anomaly
6052,normal
6053,normal
6054,anomaly
6055,anomaly
6056,normal
6057,anomaly
6058,normal
6059,anomaly
6060,anomaly
6061,normal
6062,anomaly
6063,normal
6064,normal
6065,normal
6066,normal
6067,normal
6068,anomaly
6069,normal
6070,anomaly
6071,normal
6072,normal
6073,anomaly
6074,anomaly
6075,normal
6076,normal
6077,normal
6078,anomaly
6079,anomaly
6080,normal
6081,normal
6082,normal
6083,anomaly
6084,anomaly
6085,anomaly
6086,anomaly
6087,normal
6088,anomaly
6089,anomaly
6090,anomaly
6091,normal
6092,normal
6093,normal
6094,normal
6095,anomaly
6096,anomaly
6097,normal
6098,anomaly
6099,anomaly
6100,anomaly
6101,normal
6102,normal
6103,normal
6104,anomaly
6105,anomaly
6106,anomaly
6107,normal
6108,normal
6109,normal
6110,normal
6111,normal
6112,normal
6113,normal
6114,normal
6115,normal
6116,normal
6117,anomaly
6118,normal
6119,normal
6120,normal
6121,anomaly
6122,anomaly
6123,normal
6124,anomaly
6125,normal
6126,anomaly
6127,normal
6128,normal
6129,anomaly
6130,normal
6131,normal
6132,normal
6133,normal
6134,anomaly
6135,anomaly
6136,normal
6137,normal
6138,normal
6139,anomaly
6140,anomaly
6141,anomaly
6142,normal
6143,normal
6144,anomaly
6145,normal
6146,normal
6147,anomaly
6148,normal
6149,anomaly
6150,anomaly
6151,normal
6152,anomaly
6153,normal
6154,anomaly
6155,anomaly
6156,normal
6157,normal
6158,normal
6159,anomaly
6160,anomaly
6161,normal
6162,anomaly
6163,normal
6164,anomaly
6165,normal
6166,anomaly
6167,anomaly
6168,normal
6169,anomaly
6170,anomaly
6171,normal
6172,anomaly
6173,anomaly
6174,anomaly
6175,anomaly
6176,anomaly
6177,normal
6178,normal
6179,normal
6180,anomaly
6181,normal
6182,anomaly
6183,normal
6184,normal
6185,anomaly
6186,normal
6187,anomaly
6188,anomaly
6189,anomaly
6190,anomaly
6191,normal
6192,normal
6193,anomaly
6194,normal
6195,normal
6196,anomaly
6197,normal
6198,normal
6199,anomaly
6200,anomaly
6201,normal
6202,normal
6203,anomaly
6204,anomaly
6205,normal
6206,normal
6207,normal
6208,anomaly
6209,normal
6210,normal
6211,normal
6212,normal
6213,normal
6214,normal
6215,anomaly
6216,normal
6217,anomaly
6218,anomaly
6219,anomaly
6220,normal
6221,anomaly
6222,anomaly
6223,normal
6224,normal
6225,anomaly
6226,normal
6227,normal
6228,anomaly
6229,normal
6230,anomaly
6231,anomaly
6232,normal
6233,anomaly
6234,anomaly
6235,normal
6236,anomaly
6237,anomaly
6238,anomaly
6239,anomaly
6240,normal
6241,normal
6242,anomaly
6243,normal
6244,normal
6245,anomaly
6246,anomaly
6247,normal
6248,normal
6249,anomaly
6250,anomaly
6251,anomaly
6252,normal
6253,normal
6254,normal
6255,normal
6256,anomaly
6257,normal
6258,normal
6259,normal
6260,anomaly
6261,anomaly
6262,anomaly
6263,normal
6264,anomaly
6265,anomaly
6266,normal
6267,anomaly
6268,normal
6269,normal
6270,anomaly
6271,normal
6272,normal
6273,normal
6274,normal
6275,anomaly
6276,anomaly
6277,normal
6278,normal
6279,normal
6280,normal
6281,normal
6282,normal
6283,normal
6284,normal
6285,normal
6286,anomaly
6287,normal
6288,anomaly
6289,normal
6290,normal
6291,anomaly
6292,normal
6293,anomaly
6294,anomaly
6295,normal
6296,anomaly
6297,normal
6298,normal
6299,anomaly
6300,normal
6301,anomaly
6302,normal
6303,normal
6304,normal
6305,normal
6306,anomaly
6307,normal
6308,normal
6309,normal
6310,normal
6311,anomaly
6312,normal
6313,anomaly
6314,anomaly
6315,normal
6316,normal
6317,anomaly
6318,anomaly
6319,anomaly
6320,anomaly
6321,anomaly
6322,normal
6323,normal
6324,anomaly
6325,normal
6326,anomaly
6327,normal
6328,anomaly
6329,anomaly
6330,anomaly
6331,normal
6332,anomaly
6333,anomaly
6334,normal
6335,normal
6336,normal
6337,normal
6338,anomaly
6339,normal
6340,anomaly
6341,normal
6342,normal
6343,anomaly
6344,anomaly
6345,normal
6346,normal
6347,normal
6348,normal
6349,normal
6350,normal
6351,normal
6352,anomaly
6353,anomaly
6354,anomaly
6355,anomaly
6356,anomaly
6357,normal
6358,anomaly
6359,anomaly
6360,normal
6361,normal
6362,normal
6363,normal
6364,anomaly
6365,normal
6366,anomaly
6367,anomaly
6368,normal
6369,normal
6370,normal
6371,anomaly
6372,anomaly
6373,anomaly
6374,normal
6375,normal
6376,normal
6377,anomaly
6378,anomaly
6379,anomaly
6380,normal
6381,normal
6382,normal
6383,anomaly
6384,normal
6385,anomaly
6386,normal
6387,anomaly
6388,anomaly
6389,normal
6390,anomaly
6391,anomaly
6392,anomaly
6393,normal
6394,normal
6395,normal
6396,anomaly
6397,normal
6398,anomaly
6399,anomaly
6400,anomaly
6401,normal
6402,anomaly
6403,normal
6404,normal
6405,normal
6406,normal
6407,normal
6408,anomaly
6409,normal
6410,anomaly
6411,anomaly
6412,anomaly
6413,normal
6414,normal
6415,anomaly
6416,normal
6417,anomaly
6418,anomaly
6419,normal
6420,normal
6421,anomaly
6422,normal
6423,anomaly
6424,normal
6425,normal
6426,normal
6427,normal
6428,normal
6429,anomaly
6430,normal
6431,anomaly
6432,normal
6433,normal
6434,normal
6435,anomaly
6436,anomaly
6437,anomaly
6438,anomaly
6439,normal
6440,normal
6441,normal
6442,normal
6443,normal
6444,anomaly
6445,anomaly
6446,anomaly
6447,normal
6448,normal
6449,normal
6450,anomaly
6451,normal
6452,anomaly
6453,normal
6454,anomaly
6455,anomaly
6456,normal
6457,anomaly
6458,anomaly
6459,anomaly
6460,anomaly
6461,normal
6462,normal
6463,anomaly
6464,anomaly
6465,normal
6466,anomaly
6467,anomaly
6468,normal
6469,normal
6470,anomaly
6471,normal
6472,anomaly
6473,anomaly
6474,anomaly
6475,anomaly
6476,anomaly
6477,anomaly
6478,normal
6479,normal
6480,anomaly
6481,normal
6482,anomaly
6483,anomaly
6484,anomaly
6485,normal
6486,anomaly
6487,anomaly
6488,normal
6489,normal
6490,anomaly
6491,normal
6492,anomaly
6493,normal
6494,anomaly
6495,anomaly
6496,normal
6497,anomaly
6498,anomaly
6499,anomaly
6500,normal
6501,normal
6502,normal
6503,anomaly
6504,normal
6505,anomaly
6506,normal
6507,anomaly
6508,normal
6509,anomaly
6510,anomaly
6511,anomaly
6512,normal
6513,normal
6514,anomaly
6515,anomaly
6516,anomaly
6517,normal
6518,normal
6519,normal
6520,anomaly
6521,normal
6522,anomaly
6523,normal
6524,normal
6525,normal
6526,normal
6527,anomaly
6528,normal
6529,normal
6530,normal
6531,anomaly
6532,normal
6533,normal
6534,anomaly
6535,anomaly
6536,anomaly
6537,normal
6538,anomaly
6539,anomaly
6540,anomaly
6541,anomaly
6542,normal
6543,anomaly
6544,anomaly
6545,anomaly
6546,anomaly
6547,normal
6548,anomaly
6549,normal
6550,normal
6551,anomaly
6552,anomaly
6553,anomaly
6554,anomaly
6555,normal
6556,anomaly
6557,normal
6558,anomaly
6559,normal
6560,normal
6561,normal
6562,normal
6563,normal
6564,normal
6565,normal
6566,anomaly
6567,normal
6568,normal
6569,anomaly
6570,normal
6571,normal
6572,normal
6573,anomaly
6574,normal
6575,normal
6576,normal
6577,normal
6578,anomaly
6579,normal
6580,anomaly
6581,normal
6582,anomaly
6583,normal
6584,anomaly
6585,normal
6586,anomaly
6587,anomaly
6588,normal
6589,anomaly
6590,normal
6591,anomaly
6592,normal
6593,normal
6594,anomaly
6595,normal
6596,normal
6597,anomaly
6598,normal
6599,normal
6600,normal
6601,anomaly
6602,normal
6603,anomaly
6604,normal
6605,anomaly
6606,anomaly
6607,anomaly
6608,anomaly
6609,normal
6610,normal
6611,anomaly
6612,normal
6613,normal
6614,anomaly
6615,normal
6616,normal
6617,normal
6618,normal
6619,normal
6620,normal
6621,normal
6622,anomaly
6623,anomaly
6624,anomaly
6625,anomaly
6626,anomaly
6627,normal
6628,normal
6629,anomaly
6630,normal
6631,anomaly
6632,anomaly
6633,anomaly
6634,normal
6635,anomaly
6636,normal
6637,normal
6638,anomaly
6639,anomaly
6640,anomaly
6641,normal
6642,anomaly
6643,anomaly
6644,normal
6645,anomaly
6646,normal
6647,normal
6648,anomaly
6649,normal
6650,normal
6651,normal
6652,anomaly
6653,normal
6654,normal
6655,anomaly
6656,normal
6657,anomaly
6658,normal
6659,normal
6660,normal
6661,anomaly
6662,anomaly
6663,anomaly
6664,normal
