,duration,src_bytes,dst_bytes,count,srv_count,protocol_type,attack_type
13864,0,179,14496,1,1,tcp,normal
13865,0,0,0,241,15,tcp,neptune
13866,0,2671,335,1,2,tcp,normal
13867,0,979,329,1,1,tcp,normal
13868,0,0,0,50,12,tcp,neptune
13869,0,0,0,149,20,tcp,neptune
13870,0,0,0,97,20,tcp,neptune
13871,0,0,0,113,20,tcp,neptune
13872,0,0,0,123,5,tcp,neptune
13873,0,0,0,174,6,tcp,neptune
13874,0,231,676,35,43,tcp,normal
13875,0,0,0,293,23,tcp,neptune
13876,0,0,0,129,20,tcp,neptune
13877,0,229,1046,8,8,tcp,normal
13878,0,280,290,12,12,tcp,normal
13879,0,0,0,104,10,tcp,neptune
13880,0,0,0,109,9,tcp,neptune
13881,0,0,0,123,18,tcp,neptune
13882,0,44,137,225,305,udp,normal
13883,0,3909,0,11,11,tcp,normal
13884,0,0,0,132,5,tcp,neptune
13885,0,37,0,2,2,tcp,normal
13886,0,0,0,511,1,tcp,satan
13887,2,2194619,0,1,1,tcp,normal
13888,0,3909,0,3,3,tcp,normal
13889,0,0,0,214,14,tcp,neptune
13890,0,0,0,260,16,tcp,neptune
13891,0,0,0,78,12,tcp,neptune
13892,0,213,253,6,7,tcp,normal
13893,0,331,3185,19,31,tcp,normal
13894,30,1060,3081,1,1,tcp,normal
13895,0,0,0,213,16,tcp,neptune
13896,0,293,597,9,10,tcp,normal
13897,0,233,3437,3,6,tcp,normal
13898,56,237,238,1,1,tcp,normal
13899,0,42,42,21,30,udp,normal
13900,0,44,115,1,4,udp,normal
13901,0,0,0,99,8,tcp,neptune
13902,0,222,946,21,23,tcp,normal
13903,0,0,0,102,2,tcp,neptune
13904,0,0,0,140,5,tcp,neptune
13905,0,0,0,148,24,tcp,neptune
13906,0,244,960,3,34,tcp,normal
13907,0,0,0,1,1,tcp,ipsweep
13908,16965,1,0,2,2,tcp,portsweep
13909,4,17086,340,1,1,tcp,normal
13910,0,220,255,15,16,tcp,normal
13911,0,0,0,61,14,tcp,neptune
13912,0,217,8422,6,14,tcp,normal
13913,0,364,55328,1,1,tcp,normal
13914,0,0,0,145,12,tcp,neptune
13915,0,212,1385,21,35,tcp,normal
13916,0,44,110,1,1,udp,normal
13917,0,0,0,179,1,tcp,neptune
13918,0,8,0,1,1,icmp,nmap
13919,0,277,1925,17,21,tcp,normal
13920,0,43,90,181,181,udp,normal
13921,0,0,0,113,15,tcp,neptune
13922,1,922,333,1,2,tcp,normal
13923,0,0,0,120,2,tcp,neptune
13924,0,1153,0,2,2,tcp,normal
13925,0,0,0,1,2,tcp,normal
13926,30217,1,0,2,2,tcp,portsweep
13927,0,48,487,69,1,tcp,normal
13928,0,0,0,108,1,tcp,satan
13929,0,0,0,74,17,tcp,neptune
13930,0,216,2649,20,20,tcp,normal
13931,0,42,132,139,205,udp,normal
13932,0,290,380,24,24,tcp,normal
13933,0,0,0,289,12,tcp,neptune
13934,0,248,3200,7,7,tcp,normal
13935,0,0,0,209,21,tcp,neptune
13936,0,0,0,235,8,tcp,neptune
13937,0,520,0,439,439,icmp,smurf
13938,0,8,0,1,39,icmp,ipsweep
13939,0,216,622,17,19,tcp,normal
13940,1,819,329,1,2,tcp,normal
13941,0,0,0,10,4,tcp,neptune
13942,0,0,0,1,1,tcp,portsweep
13943,1,834,330,1,3,tcp,normal
13944,0,0,0,204,5,tcp,neptune
13945,0,209,6992,9,9,tcp,normal
13946,0,183,0,7,7,icmp,normal
13947,0,248,10403,6,6,tcp,normal
13948,0,8,0,1,51,icmp,ipsweep
13949,0,5319,0,17,17,tcp,normal
13950,0,239,2239,5,5,tcp,normal
13951,0,0,0,145,7,tcp,neptune
13952,0,297,508,15,17,tcp,normal
13953,0,0,0,373,1,tcp,satan
13954,0,134,45,255,254,udp,normal
13955,0,247,504,30,30,tcp,normal
13956,0,45,77,86,87,udp,normal
13957,0,0,0,45,17,tcp,neptune
13958,0,166,276,1,1,tcp,normal
13959,0,0,0,193,4,tcp,neptune
13960,0,0,0,136,3,tcp,neptune
13961,0,0,0,271,16,tcp,neptune
13962,1,1525,400,1,2,tcp,normal
13963,0,0,0,211,18,tcp,neptune
13964,0,105,146,3,1,udp,normal
13965,0,0,0,12,6,tcp,neptune
13966,0,337,1173,2,3,tcp,normal
13967,0,334,0,2,2,tcp,warezclient
13968,0,203,454,13,25,tcp,normal
13969,0,8,0,1,3,icmp,ipsweep
13970,0,294,6264,22,22,tcp,normal
13971,0,0,0,235,16,tcp,neptune
13972,0,8,173,1,1,tcp,normal
13973,0,312,1195,14,14,tcp,normal
13974,0,45,81,152,153,udp,normal
13975,0,46,74,142,142,udp,normal
13976,0,0,0,2,2,tcp,normal
13977,0,230,1587,11,26,tcp,normal
13978,0,0,0,263,7,tcp,neptune
13979,0,0,0,148,20,tcp,neptune
13980,0,1,0,9,6,udp,satan
13981,0,299,12471,19,19,tcp,normal
13982,0,10,228,2,1,tcp,normal
13983,0,6062,0,14,14,tcp,normal
13984,0,29,0,1,4,udp,normal
13985,0,215,4631,8,8,tcp,normal
13986,0,0,0,54,11,tcp,neptune
13987,0,0,0,187,7,tcp,neptune
13988,0,45,72,220,220,udp,normal
13989,0,0,0,128,10,tcp,neptune
13990,0,0,0,1,1,tcp,portsweep
13991,0,314,2387,15,16,tcp,normal
13992,0,28,0,35,35,udp,teardrop
13993,0,0,0,222,13,tcp,neptune
13994,0,1,0,19,5,udp,satan
13995,0,334,0,1,1,tcp,warezclient
13996,0,8,0,1,43,icmp,nmap
13997,0,0,0,3,2,tcp,normal
13998,9725,147,105,1,1,udp,normal
13999,0,206,310,13,13,tcp,normal
14000,0,209,2828,15,35,tcp,normal
14001,0,45,125,250,250,udp,normal
14002,0,0,0,73,16,tcp,neptune
14003,0,0,0,235,19,tcp,neptune
14004,0,0,0,7,3,tcp,neptune
14005,0,8,0,1,8,icmp,ipsweep
14006,0,1165,329,1,1,tcp,normal
14007,0,217,331,7,22,tcp,normal
14008,0,30,0,1,3,udp,normal
14009,0,0,0,195,19,tcp,neptune
14010,1195,147,105,4,2,udp,normal
14011,0,276,6773,2,3,tcp,normal
14012,0,0,0,48,3,tcp,neptune
14013,0,0,0,250,20,tcp,neptune
14014,0,0,0,150,20,tcp,neptune
14015,0,3909,0,6,6,tcp,normal
14016,0,315,261,13,36,tcp,normal
14017,0,222,717,6,6,tcp,normal
14018,0,45,140,81,162,udp,normal
14019,0,326,2275,58,62,tcp,normal
14020,0,295,10203,17,18,tcp,normal
14021,0,0,0,134,5,tcp,neptune
14022,0,0,0,214,16,tcp,neptune
14023,0,216,1077,4,4,tcp,normal
14024,0,0,0,252,2,tcp,neptune
14025,0,0,0,266,20,tcp,neptune
14026,0,0,0,1,1,tcp,portsweep
14027,0,30,0,1,2,udp,normal
14028,0,37,0,2,2,tcp,normal
14029,0,300,1075,2,2,tcp,normal
14030,0,45,128,65,146,udp,normal
14031,0,0,0,136,20,tcp,neptune
14032,0,1032,0,511,511,icmp,smurf
14033,0,281,4768,12,12,tcp,normal
14034,0,1346,331,1,1,tcp,normal
14035,0,0,0,237,1,tcp,neptune
14036,0,94,53,4,4,udp,normal
14037,0,1,0,17,1,udp,satan
14038,0,0,0,232,14,tcp,neptune
14039,0,275,31039,2,5,tcp,normal
14040,0,288,401,3,32,tcp,normal
14041,0,8,0,1,27,icmp,ipsweep
14042,0,0,0,247,6,tcp,neptune
14043,0,520,0,226,226,icmp,smurf
14044,0,225,309,1,1,tcp,normal
14045,0,0,0,139,23,tcp,neptune
14046,0,205,365,17,17,tcp,normal
14047,0,0,0,49,5,tcp,neptune
14048,0,0,0,244,4,tcp,neptune
14049,0,213,1415,2,7,tcp,normal
14050,0,157,38299,1,1,tcp,normal
14051,0,0,0,1,1,tcp,normal
14052,0,0,0,146,16,tcp,neptune
14053,0,255,31700,13,14,tcp,normal
14054,0,250,293,23,26,tcp,normal
14055,0,0,0,192,14,tcp,neptune
14056,0,295,993,30,31,tcp,normal
14057,0,275,316,9,11,tcp,normal
14058,0,0,0,205,15,tcp,neptune
14059,0,766,286,1,1,tcp,normal
14060,0,0,0,105,11,tcp,neptune
14061,0,198,175,16,16,tcp,normal
14062,0,0,0,146,16,tcp,neptune
14063,0,223,436,1,15,tcp,normal
14064,0,0,0,231,3,tcp,neptune
14065,0,837,335,1,1,tcp,normal
14066,0,0,0,135,11,tcp,neptune
14067,0,0,0,61,15,tcp,neptune
14068,0,960,0,2,2,tcp,normal
14069,0,0,0,132,19,tcp,neptune
14070,0,0,0,141,13,tcp,neptune
14071,0,0,0,47,10,tcp,neptune
14072,0,8,0,1,44,icmp,nmap
14073,0,0,0,253,17,tcp,neptune
14074,0,44,137,65,145,udp,normal
14075,0,0,0,114,4,tcp,neptune
14076,0,335,8275,5,5,tcp,normal
14077,7999,147,105,1,1,udp,normal
14078,0,0,0,231,18,tcp,neptune
14079,0,231,988,17,18,tcp,normal
14080,0,0,0,1,1,tcp,normal
14081,0,0,0,112,13,tcp,neptune
14082,0,310,392,1,2,tcp,normal
14083,0,307,1203,17,27,tcp,normal
14084,5300,147,105,1,1,udp,normal
14085,0,0,0,291,14,tcp,neptune
14086,0,0,0,182,1,tcp,satan
14087,0,181,0,2,1,icmp,normal
14088,0,45,134,67,147,udp,normal
14089,0,341,250,9,16,tcp,normal
14090,0,641,0,2,2,tcp,normal
14091,1,1917,366,1,3,tcp,normal
14092,2,105,147,2,2,udp,normal
14093,0,223,2117,10,10,tcp,normal
14094,0,345,326,12,12,tcp,normal
14095,0,8,0,1,38,icmp,ipsweep
14096,0,0,0,244,11,tcp,neptune
14097,0,564,0,2,2,icmp,pod
14098,21,89,345,1,1,tcp,rootkit
14099,6,3077,337,1,1,tcp,normal
14100,15,0,4,1,1,tcp,normal
14101,0,324,1299,5,9,tcp,normal
14102,0,0,0,494,1,tcp,satan
14103,0,0,0,1,1,tcp,portsweep
14104,0,0,0,510,1,tcp,satan
14105,0,0,0,1,1,tcp,portsweep
14106,0,216,6329,32,32,tcp,normal
14107,0,0,0,150,8,tcp,neptune
14108,0,0,0,2,2,tcp,neptune
14109,0,0,0,174,2,tcp,neptune
14110,159,205,308,1,17,tcp,normal
14111,0,293,1875,11,11,tcp,normal
14112,0,0,0,244,18,tcp,neptune
14113,0,0,0,238,2,tcp,neptune
14114,0,0,0,398,1,tcp,portsweep
14115,0,1001,276,1,3,tcp,normal
14116,0,0,0,239,4,tcp,neptune
14117,28,1538,4152,1,1,tcp,normal
14118,0,204,7203,14,14,tcp,normal
14119,0,678,329,1,2,tcp,normal
14120,0,200,253,7,7,tcp,normal
14121,0,751,332,1,1,tcp,normal
14122,0,1363,0,19,19,tcp,normal
14123,0,323,1085,8,8,tcp,normal
14124,0,0,0,62,18,tcp,neptune
14125,58,2672,325,1,3,tcp,normal
14126,63,237,406,1,1,tcp,normal
14127,0,8,0,1,45,icmp,ipsweep
14128,0,0,0,246,5,tcp,neptune
14129,0,0,0,265,12,tcp,neptune
14130,25,287,903,1,1,tcp,normal
14131,0,231,767,6,6,tcp,normal
14132,0,491,0,1,1,tcp,normal
14133,0,285,9998,7,7,tcp,normal
14134,0,0,0,2,1,tcp,portsweep
14135,0,211,24786,19,19,tcp,normal
14136,0,253,520,3,3,tcp,normal
14137,0,0,0,70,17,tcp,neptune
14138,0,30,0,1,1,icmp,normal
14139,0,36,0,1,1,icmp,normal
14140,0,228,2676,33,34,tcp,normal
14141,21,0,0,1,1,tcp,portsweep
14142,0,354,449,19,19,tcp,normal
14143,0,0,0,221,5,tcp,neptune
14144,0,228,609,2,16,tcp,normal
14145,1,9,139,2,1,tcp,normal
14146,0,286,933,34,35,tcp,normal
14147,0,0,0,1,1,tcp,normal
14148,0,896,333,1,1,tcp,normal
14149,0,0,0,236,19,tcp,neptune
14150,0,229,280,2,2,tcp,normal
14151,0,220,190,5,5,tcp,normal
14152,6,1123,329,1,2,tcp,normal
14153,0,0,0,268,6,tcp,neptune
14154,0,196,391,7,9,tcp,normal
14155,0,0,0,222,11,tcp,neptune
14156,0,237,3119,7,7,tcp,normal
14157,0,228,3734,3,3,tcp,normal
14158,0,369,14721,4,22,tcp,normal
14159,0,166,2308,1,2,tcp,normal
14160,0,309,1109,12,12,tcp,normal
14161,0,0,0,115,10,tcp,neptune
14162,0,301,8513,7,7,tcp,normal
14163,0,348,277,2,2,tcp,normal
14164,0,244,8932,12,12,tcp,normal
14165,0,0,0,124,4,tcp,neptune
14166,0,0,0,266,17,tcp,neptune
14167,0,0,0,263,22,tcp,neptune
14168,0,249,8163,14,16,tcp,normal
14169,0,0,0,221,6,tcp,neptune
14170,3924,146,105,1,1,udp,normal
14171,0,223,347,12,12,tcp,normal
14172,0,0,0,130,5,tcp,neptune
14173,0,195,319,16,16,tcp,normal
14174,0,0,0,85,6,tcp,neptune
14175,0,45,70,120,120,udp,normal
14176,0,229,5103,7,16,tcp,normal
14177,0,0,0,53,15,tcp,neptune
14178,0,0,0,269,5,tcp,neptune
14179,0,0,0,234,6,tcp,neptune
14180,0,0,0,1,1,tcp,normal
14181,0,284,292,7,7,tcp,normal
14182,10,243,191,2,2,tcp,normal
14183,0,0,0,269,5,tcp,neptune
14184,0,0,0,1,1,tcp,portsweep
14185,0,0,0,26,5,tcp,neptune
14186,0,232,3390,5,40,tcp,normal
14187,0,1,0,159,9,udp,satan
14188,0,0,0,136,14,tcp,neptune
14189,0,1032,0,511,511,icmp,smurf
14190,0,0,0,98,1,tcp,neptune
14191,0,0,0,104,2,tcp,neptune
14192,0,516,4,375,375,udp,normal
14193,0,148,292,1,1,tcp,normal
14194,0,0,0,118,5,tcp,neptune
14195,0,299,1792,10,31,tcp,normal
14196,0,0,0,389,1,tcp,satan
14197,0,746,336,2,1,tcp,normal
14198,0,34,88,1,4,udp,normal
14199,0,78,0,12,3,icmp,normal
14200,0,0,0,118,10,tcp,neptune
14201,12,7045,0,2,2,tcp,warezclient
14202,0,192,0,1,1,tcp,normal
14203,1,1084,327,1,3,tcp,normal
14204,0,0,0,2,1,tcp,portsweep
14205,0,44,137,67,147,udp,normal
14206,0,0,0,141,13,tcp,neptune
14207,0,207,1925,17,22,tcp,normal
14208,0,247,1342,9,9,tcp,normal
14209,0,8,0,1,37,icmp,ipsweep
14210,21767,1,0,2,2,tcp,portsweep
14211,0,0,0,144,15,tcp,neptune
14212,0,332,4219,3,3,tcp,normal
14213,0,0,0,232,1,tcp,neptune
14214,0,0,0,226,6,tcp,neptune
14215,0,361,370,4,4,tcp,normal
14216,0,268,970,2,2,tcp,normal
14217,0,177,5159,7,16,tcp,normal
14218,0,4539,0,19,19,tcp,normal
14219,0,232,2698,3,11,tcp,normal
14220,0,0,0,260,20,tcp,neptune
14221,0,298,8774,8,9,tcp,normal
14222,0,0,0,1,1,tcp,normal
14223,0,46,138,7,87,udp,normal
14224,0,1032,0,511,511,icmp,smurf
14225,0,0,0,155,18,tcp,neptune
14226,31,1453,4152,1,1,tcp,normal
14227,0,0,0,511,1,tcp,normal
14228,0,0,0,45,10,tcp,neptune
14229,0,305,1171,18,18,tcp,normal
14230,3,1018,330,1,3,tcp,normal
14231,0,329,337,11,11,tcp,normal
14232,0,78,0,2,1,icmp,normal
14233,0,0,0,140,10,tcp,neptune
14234,0,33,0,3,14,udp,normal
14235,1,1292,369,1,3,tcp,normal
14236,0,8,0,1,20,icmp,ipsweep
14237,0,44,118,112,111,udp,normal
14238,0,213,6593,8,8,tcp,normal
14239,0,41,73,183,183,udp,normal
14240,0,1032,0,101,101,icmp,smurf
14241,0,44,72,115,115,udp,normal
14242,0,0,0,1,1,tcp,normal
14243,0,240,422,8,8,tcp,normal
14244,0,0,0,300,20,tcp,neptune
14245,0,0,0,118,17,tcp,neptune
14246,0,312,124,3,18,tcp,normal
14247,0,54540,8314,2,2,tcp,back
14248,0,0,0,2,3,tcp,normal
14249,0,0,0,253,5,tcp,neptune
14250,0,520,0,257,257,icmp,smurf
14251,0,173,11889,6,6,tcp,normal
14252,0,0,0,1,1,tcp,normal
14253,0,0,0,264,12,tcp,neptune
14254,0,963,325,1,1,tcp,normal
14255,0,0,0,10,9,tcp,neptune
14256,0,229,1402,16,33,tcp,normal
14257,0,247,492,12,13,tcp,normal
14258,0,42,42,7,12,udp,normal
14259,0,3909,0,4,4,tcp,normal
14260,0,10073,0,15,15,tcp,normal
14261,0,749,0,7,7,tcp,normal
14262,0,0,0,281,19,tcp,neptune
14263,0,0,0,96,18,tcp,neptune
14264,0,42,42,11,20,udp,normal
14265,1,1035,331,1,2,tcp,normal
14266,24,243,775,1,1,tcp,normal
14267,0,0,0,40,20,tcp,neptune
14268,0,0,0,1,1,tcp,normal
14269,0,364,471,17,17,tcp,normal
14270,0,740,0,2,2,tcp,normal
14271,0,0,0,104,9,tcp,neptune
14272,0,219,3248,11,12,tcp,normal
14273,0,305,2507,6,6,tcp,normal
14274,0,356,282,3,3,tcp,normal
14275,0,0,0,21,6,tcp,neptune
14276,0,304,11472,21,21,tcp,normal
14277,0,0,0,234,14,tcp,neptune
14278,0,0,0,284,13,tcp,neptune
14279,0,346,1664,8,8,tcp,normal
14280,0,0,0,45,1,tcp,portsweep
14281,0,8,0,1,46,icmp,ipsweep
14282,0,216,588,16,24,tcp,normal
14283,0,15876,0,18,18,tcp,normal
14284,0,44,110,72,152,udp,normal
14285,0,0,0,140,19,tcp,neptune
14286,0,234,2239,6,6,tcp,normal
14287,0,0,0,108,14,tcp,neptune
14288,1,0,0,121,3,tcp,portsweep
14289,0,0,0,1,2,tcp,normal
14290,0,0,0,228,7,tcp,neptune
14291,0,0,0,216,17,tcp,neptune
14292,25,350,1072,1,1,tcp,normal
14293,0,235,1423,8,9,tcp,normal
14294,0,213,9963,5,43,tcp,normal
14295,10,105,147,2,2,udp,normal
14296,0,0,0,101,12,tcp,neptune
14297,0,0,0,1,1,tcp,normal
14298,0,3468,0,19,1,tcp,normal
14299,0,266,1715,22,22,tcp,normal
14300,0,28,0,79,79,udp,teardrop
14301,1,1661,333,1,2,tcp,normal
14302,0,28,0,57,56,udp,teardrop
14303,0,0,0,227,7,tcp,neptune
14304,0,0,0,256,14,tcp,neptune
14305,0,1032,0,245,245,icmp,smurf
14306,0,330,4509,4,7,tcp,normal
14307,0,222,1254,20,20,tcp,normal
14308,0,28,0,62,62,udp,teardrop
14309,0,318,295,17,17,tcp,normal
14310,5,775,338,1,2,tcp,normal
14311,0,105,0,1,1,udp,normal
14312,0,0,0,79,5,tcp,neptune
14313,0,5336,0,12,12,tcp,normal
14314,22,239,769,1,1,tcp,normal
14315,0,45,81,162,162,udp,normal
14316,0,1,0,74,47,udp,satan
14317,0,159,29269,2,2,tcp,normal
14318,0,215,1469,16,16,tcp,normal
14319,0,9,141,1,4,tcp,normal
14320,0,28,0,19,19,udp,teardrop
14321,0,626,390,1,1,tcp,normal
14322,0,0,0,13,3,tcp,neptune
14323,0,0,0,105,8,tcp,neptune
14324,0,247,9324,4,5,tcp,normal
14325,0,7940,0,9,9,tcp,normal
14326,0,0,0,7,1,tcp,satan
14327,0,0,0,509,1,tcp,satan
14328,0,0,0,267,19,tcp,neptune
14329,0,0,0,206,9,tcp,neptune
14330,0,0,0,294,1,tcp,satan
14331,0,221,4213,5,6,tcp,normal
14332,0,0,0,240,20,tcp,neptune
14333,4420,1,0,2,2,tcp,portsweep
14334,0,46,92,131,133,udp,normal
14335,3,994,330,1,2,tcp,normal
14336,0,279,5444,3,3,tcp,normal
14337,0,28,0,45,45,udp,teardrop
14338,0,0,0,198,15,tcp,neptune
14339,0,302,2943,5,5,tcp,normal
14340,0,0,0,1,1,tcp,normal
14341,3,911,332,1,1,tcp,normal
14342,0,1032,0,511,511,icmp,smurf
14343,0,0,0,1,1,tcp,portsweep
14344,0,241,10669,1,1,tcp,normal
14345,0,0,0,201,17,tcp,neptune
14346,0,0,0,139,18,tcp,neptune
14347,0,0,0,1,1,tcp,normal
14348,2,1131,337,1,1,tcp,normal
14349,0,221,4096,13,13,tcp,normal
14350,0,8496,0,1,1,tcp,normal
14351,0,0,0,100,9,tcp,neptune
14352,0,0,0,189,25,tcp,neptune
14353,0,0,0,80,10,tcp,neptune
14354,0,286,1108,4,4,tcp,normal
14355,0,0,0,1,2,tcp,normal
14356,0,0,0,130,17,tcp,neptune
14357,0,1384,331,1,1,tcp,normal
14358,0,43,43,161,161,udp,normal
14359,0,0,0,10,10,tcp,normal
14360,0,247,1638,10,10,tcp,normal
14361,0,212,383,4,12,tcp,normal
14362,0,8,0,1,7,icmp,ipsweep
14363,0,0,0,128,7,tcp,neptune
14364,0,501760,0,2,2,tcp,normal
14365,0,0,0,279,20,tcp,neptune
14366,0,14052,0,1,1,tcp,normal
14367,0,0,0,126,18,tcp,neptune
14368,0,0,0,298,10,tcp,neptune
14369,19,95,42,1,1,udp,normal
14370,0,91,2832,1,1,tcp,normal
14371,0,0,0,224,20,tcp,neptune
14372,0,0,0,104,7,tcp,neptune
14373,0,8,0,1,11,icmp,ipsweep
14374,0,198,2406,1,35,tcp,normal
14375,0,341,1164,7,7,tcp,normal
14376,0,1520,335,1,1,tcp,normal
14377,0,0,0,103,7,tcp,neptune
14378,0,210,255,8,11,tcp,normal
14379,0,1855,337,1,2,tcp,normal
14380,0,45,77,95,95,udp,normal
14381,10340,146,105,1,1,udp,normal
14382,0,0,0,141,14,tcp,neptune
14383,0,0,0,273,12,tcp,neptune
14384,0,0,0,125,1,tcp,neptune
14385,0,54540,8314,2,2,tcp,back
14386,0,0,0,217,20,tcp,neptune
14387,0,0,0,154,17,tcp,neptune
14388,0,0,0,195,8,tcp,neptune
14389,0,251,327,1,5,tcp,normal
14390,0,0,0,135,7,tcp,neptune
14391,0,0,0,234,15,tcp,neptune
14392,0,0,0,115,1,tcp,neptune
14393,0,0,0,255,12,tcp,neptune
14394,0,323,4374,4,8,tcp,normal
14395,0,0,0,109,7,tcp,neptune
14396,27241,1,0,2,2,tcp,portsweep
14397,0,201,5308,20,20,tcp,normal
14398,0,43,72,134,134,udp,normal
14399,0,311,1576,7,7,tcp,normal
14400,0,0,0,228,10,tcp,neptune
14401,136,322,270,4,4,tcp,normal
14402,0,0,0,1,1,tcp,portsweep
14403,25,0,0,1,1,tcp,portsweep
14404,1,779,334,1,2,tcp,normal
14405,0,206,1037,8,8,tcp,normal
14406,0,254,1529,10,12,tcp,normal
14407,0,0,0,239,19,tcp,neptune
14408,0,46,75,156,156,udp,normal
14409,0,37,0,2,2,tcp,normal
14410,0,323,4822,24,24,tcp,normal
14411,0,0,0,134,5,tcp,neptune
14412,0,0,0,247,9,tcp,neptune
14413,0,0,0,129,18,tcp,neptune
14414,0,286,315,7,8,tcp,normal
14415,0,15876,0,16,16,tcp,normal
14416,0,8,0,1,13,icmp,nmap
14417,0,306,636,17,18,tcp,normal
14418,0,0,0,211,13,tcp,neptune
14419,3049,147,105,1,1,udp,normal
14420,0,252,0,3,2,tcp,normal
14421,0,285,259,17,17,tcp,normal
14422,0,1874,0,12,11,tcp,normal
14423,0,64,0,1,1,icmp,normal
14424,25,264,892,1,1,tcp,normal
14425,0,237,261,24,30,tcp,normal
14426,0,0,0,59,18,tcp,neptune
14427,0,78,0,4,4,icmp,normal
14428,0,0,0,53,11,tcp,neptune
14429,0,0,0,62,20,tcp,neptune
14430,0,0,0,510,1,tcp,satan
14431,0,0,0,116,16,tcp,neptune
14432,0,0,0,257,6,tcp,neptune
14433,0,0,0,83,13,tcp,neptune
14434,0,0,0,305,1,tcp,portsweep
14435,0,163,1404,1,6,tcp,normal
14436,0,8,0,1,37,icmp,ipsweep
14437,0,0,0,296,13,tcp,neptune
14438,0,1032,0,221,221,icmp,smurf
14439,0,598,283,1,1,tcp,normal
14440,0,0,0,298,19,tcp,neptune
14441,0,193,12164,1,4,tcp,normal
14442,28,1496,4152,1,1,tcp,normal
14443,0,0,0,2,1,tcp,portsweep
14444,0,216,7384,30,30,tcp,normal
14445,0,0,0,136,8,tcp,neptune
14446,0,228,302,12,12,tcp,normal
14447,0,0,0,276,19,tcp,neptune
14448,0,0,0,132,12,tcp,neptune
14449,0,0,0,52,10,tcp,neptune
14450,0,1565,526,1,4,tcp,normal
14451,1133,147,105,1,1,udp,normal
14452,0,8,0,1,31,icmp,nmap
14453,0,46,128,76,156,udp,normal
14454,0,8,0,1,9,icmp,nmap
14455,0,0,0,74,4,tcp,neptune
14456,0,105,146,3,1,udp,normal
14457,9455,1,0,2,2,tcp,portsweep
14458,0,0,0,202,20,tcp,neptune
14459,0,8,0,1,50,icmp,nmap
14460,0,0,0,1,1,tcp,normal
14461,0,1,0,28,12,udp,satan
14462,0,233,7355,2,2,tcp,normal
14463,0,43,129,20,66,udp,normal
14464,0,1480,0,17,17,icmp,pod
14465,0,133,45,297,296,udp,normal
14466,0,0,0,299,20,tcp,neptune
14467,0,0,0,194,1,tcp,satan
14468,0,36,0,7,7,udp,normal
14469,12160,339,1729,1,1,tcp,normal
14470,0,2171,330,1,3,tcp,normal
14471,0,472,9463,9,10,tcp,normal
14472,15168,365,1202,1,1,tcp,warezclient
14473,0,0,0,290,20,tcp,neptune
14474,0,1177,391,1,1,tcp,normal
14475,0,54540,8315,6,6,tcp,back
14476,5,1085,328,1,1,tcp,normal
14477,0,42,42,144,226,udp,normal
14478,0,0,0,136,20,tcp,neptune
14479,0,0,0,42,5,tcp,neptune
14480,0,310,924,2,11,tcp,normal
14481,0,217,7510,3,3,tcp,normal
14482,0,297,260,11,26,tcp,normal
14483,0,0,0,136,19,tcp,neptune
14484,0,0,0,69,17,tcp,neptune
14485,0,0,0,140,10,tcp,neptune
14486,0,12,0,2,2,tcp,normal
14487,0,230,559,6,6,tcp,normal
14488,0,43,43,122,122,udp,normal
14489,0,0,0,264,19,tcp,neptune
14490,0,0,0,1,1,tcp,normal
14491,0,219,767,13,13,tcp,normal
14492,0,0,0,219,2,tcp,neptune
14493,0,229,1107,6,6,tcp,normal
14494,0,0,0,135,6,tcp,neptune
14495,0,1404,331,1,1,tcp,normal
14496,6064,146,105,2,2,udp,normal
14497,0,218,923,4,4,tcp,normal
14498,0,219,6258,8,9,tcp,normal
14499,0,0,0,171,5,tcp,neptune
14500,0,245,188,1,36,tcp,normal
14501,0,1298,335,1,1,tcp,normal
14502,0,285,296,2,2,tcp,normal
14503,0,1032,0,511,511,icmp,smurf
14504,0,141,40380,1,4,tcp,normal
14505,0,245,797,30,30,tcp,normal
14506,0,0,0,105,2,tcp,neptune
14507,0,991,330,1,2,tcp,normal
14508,0,48,48,4,1,udp,normal
14509,0,9,285,1,1,tcp,normal
14510,0,59,0,8,8,tcp,normal
14511,0,0,0,24,3,tcp,neptune
14512,0,0,0,119,3,tcp,neptune
14513,0,287,420,5,5,tcp,normal
14514,0,0,0,2,2,tcp,normal
14515,0,319,176,19,41,tcp,normal
14516,0,295,1824,14,14,tcp,normal
14517,0,0,0,63,15,tcp,neptune
14518,0,44,131,159,159,udp,normal
14519,0,408,12001,2,30,tcp,normal
14520,0,0,0,120,11,tcp,neptune
14521,0,0,0,142,16,tcp,neptune
14522,618,497,2342,1,1,tcp,normal
14523,0,184,34030,3,3,tcp,normal
14524,0,54540,7300,2,2,tcp,back
14525,0,8,0,1,32,icmp,ipsweep
14526,0,0,0,236,8,tcp,neptune
14527,0,192,0,1,1,tcp,normal
14528,23,42,34,2,16,udp,normal
14529,0,207,0,2,2,udp,nmap
14530,0,0,0,101,7,tcp,neptune
14531,0,0,0,37,4,tcp,neptune
14532,0,0,0,115,11,tcp,neptune
14533,0,0,0,229,5,tcp,neptune
14534,0,207,10399,4,5,tcp,normal
14535,0,0,0,123,14,tcp,neptune
14536,0,45,45,118,119,udp,normal
14537,0,249,933,42,42,tcp,normal
14538,0,0,0,295,10,tcp,neptune
